83.8 25.4  60308
83.8 25.4  1
525
   5.5675438e+05   7.1331995e+06   0.0000000e+00  -1.5400000e+01   7.7000000e-01
   5.5675438e+05   7.1332495e+06   0.0000000e+00  -1.5400000e+01   7.7000000e-01
   5.5675438e+05   7.1332995e+06   0.0000000e+00  -1.5400000e+01   7.7000000e-01
   5.5675438e+05   7.1333495e+06   0.0000000e+00  -9.7000000e+00   4.8500000e-01
   5.5675438e+05   7.1333995e+06   0.0000000e+00  -9.7000000e+00   4.8500000e-01
   5.5675438e+05   7.1334495e+06   0.0000000e+00  -9.7000000e+00   4.8500000e-01
   5.5675438e+05   7.1334995e+06   0.0000000e+00  -9.7000000e+00   4.8500000e-01
   5.5675438e+05   7.1335495e+06   0.0000000e+00  -1.4000000e+01   7.0000000e-01
   5.5675438e+05   7.1335995e+06   0.0000000e+00  -1.4000000e+01   7.0000000e-01
   5.5675438e+05   7.1336495e+06   0.0000000e+00  -1.4000000e+01   7.0000000e-01
   5.5675438e+05   7.1336995e+06   0.0000000e+00  -1.4000000e+01   7.0000000e-01
   5.5675438e+05   7.1337495e+06   0.0000000e+00  -1.7400000e+01   8.7000000e-01
   5.5675438e+05   7.1337995e+06   0.0000000e+00  -1.7400000e+01   8.7000000e-01
   5.5675438e+05   7.1338495e+06   0.0000000e+00  -1.7400000e+01   8.7000000e-01
   5.5675438e+05   7.1338995e+06   0.0000000e+00  -1.7400000e+01   8.7000000e-01
   5.5675438e+05   7.1339495e+06   0.0000000e+00  -2.0800000e+01   1.0400000e+00
   5.5675438e+05   7.1339995e+06   0.0000000e+00  -2.0800000e+01   1.0400000e+00
   5.5675438e+05   7.1340495e+06   0.0000000e+00  -2.0800000e+01   1.0400000e+00
   5.5675438e+05   7.1340995e+06   0.0000000e+00  -2.0800000e+01   1.0400000e+00
   5.5675438e+05   7.1341495e+06   0.0000000e+00  -2.0400000e+01   1.0200000e+00
   5.5675438e+05   7.1341995e+06   0.0000000e+00  -2.0400000e+01   1.0200000e+00
   5.5680438e+05   7.1331995e+06   0.0000000e+00  -1.3400000e+01   6.7000000e-01
   5.5680438e+05   7.1332495e+06   0.0000000e+00  -1.3115268e+01   6.5576341e-01
   5.5680438e+05   7.1332995e+06   0.0000000e+00  -1.2285646e+01   6.1428231e-01
   5.5680438e+05   7.1333495e+06   0.0000000e+00  -1.1456024e+01   5.7280121e-01
   5.5680438e+05   7.1333995e+06   0.0000000e+00  -1.1514950e+01   5.7574749e-01
   5.5680438e+05   7.1334495e+06   0.0000000e+00  -1.1895725e+01   5.9478624e-01
   5.5680438e+05   7.1334995e+06   0.0000000e+00  -1.2276500e+01   6.1382499e-01
   5.5680438e+05   7.1335495e+06   0.0000000e+00  -1.2657275e+01   6.3286374e-01
   5.5680438e+05   7.1335995e+06   0.0000000e+00  -1.3353176e+01   6.6765878e-01
